SMILES,Validity
O=C(CSc1ccccc1)SCCCSS1=C(P()(F)(F))F,invalid
CN(C)COP(=O)(O)OC(=O)NCc1ccccc1O,valid
O=C(NO)c1ccccc1,valid
CCCOC(=O)N(CC)COCCCc1ccc(OCCO)cc1,valid
N#CCc1ccc(-c2ccco2)on1,invalid
CCC(C)CCNCCc1ccc(-c2ccco2)cc1,valid
CCCCCC(N)=O,valid
O=C1SC(=O)N(Cc2ccccc2N)o1,valid
CSS(=O)(Nc1ccccc1C(S)NC(=O)c1ccc(C(F)(F)F)s1,invalid
O=C(COc1ccc(Cl)cc1)N(CC(C)C)CC,valid
CCCNc1nc2ncccn2c1O,valid
O=C(O)C=CC(NO)c1cccc(O)c1,valid
N#CCS(=O)(O)c1cccc(O)c1,valid
O=C(Nc1ccc(Cl)cc1)C(O),valid
CN(C)c1cc(-c2ccccn2)onc1,invalid
CCN(C)c1cccc(C(=O)O)c1O,valid
S=C2CCCCCCNC1(S)N1CCOCC1,invalid
CCCCOC(=O)NCCCC#CCNCCCCNC(=O)NO,valid
Cn1nc(-c2ccccc2)nn1-c1ccccc1,invalid
Oc1cc(S)cc(NC(=O)O)c1,valid
N#CCOc1ccccc1SSc1nc2ccccc2n1C,valid
O=C(O)P(=O)(O)O,valid
Oc1ccc(-c2cccc(S(=O)(O)O)COCC2CC2)o1=O,invalid
Clc1ccccc1C(O)P(=O)O,valid
O=C(O)c1cccnc1,valid
CC1CCC(=S)N=C(N)N=C(N)OCC1=O,valid
Oc1cc(C)cc(O)c1C(SCC=O)N1CCCCCO1,valid
CCN(C)CC(=O)NNC(OC)P(=O)(O)O,valid
COc1ccc(NC(=O)c2ccc(N(C)C)cc2)cn1,valid
CCCNCCNCCOC(=O)NC(=O)Nc1cccc(I)c1,valid
O=C(BO)Nc1ccc(-c2ccccc2)cc1,valid
CCC(=O)NS(=O)(=O)(C)C(P(=O)(O)O,invalid
O=C(c1ccc(-c2cc(C)o2)ncn1)Nc1ccccc1,invalid
CCCCCCN(C)CCCn1ccnn1,valid
OC(C)C(N)CCOCc1ccccc1,valid
O=C(NCc1ccccc1)c1ccc(-c2cccs2)cc1,valid
CN1c2ccc(C)s2)cc1,invalid
O=C(NO)CCc1ccccc1,valid
CN(C)CCCCCCC(=O)Nc1ccc(=O)c(O)c1=O,invalid
COc1ccccc1C(S)c1ccccc1C(=O)Nc1ccccc1,valid
CCC1=C(O)C(N)=O1,invalid
CCCCCCC(C)=CCCCNc1nc2ccccc2cc1-c1ccccc1,valid
COc1ccc(NC(=O)CS(=O)(=O)O)cc1,valid
O=C(O)C(=O)Nc1ncc(-c2ccccn2)nnn1,invalid
Oc1ccccc1CCCNCc1cccc(O)c1,valid
CCCCOc1ccc(B(O)O)c(O)c1C,valid
O=C(COc1ccc(O)cc1Cl)NO,valid
CNC(N)C(=O)O,valid
ONCc1ccc(Cl)s1)n1ccnc1,invalid
NCC(N)c1ccccc1C(F)(F)(F)F)F)O,invalid
N#Cc1ccccc1C(=O)O,valid
COc1ccc(S(=O)(=O)NC(=O)O)cc1,valid
CCC(c1ccccc1)P(=O)(O)OOC,valid
COc1ccccc1C(=O)NC(=O)NO,valid
CSC1CS(=O)(=O)NCCN1CCCCCN1c1cccc(C=O)c1.O,invalid
CCCCCCOCCCOC(=O)OCc1cccc(C)c1,valid
CC(N)=CCOc1nc2ccc(C)cc2s1,valid
CCC(=O)Nc1ccc(C(=O)O)c(CO)c1,valid
CC(O)c1cc(C)cc(S(=O)(=O)CC(=O)O)c(O)c1,invalid
O=C(NNC(=O)c1ccccc1)c1ccc(Cl)c(SC)cc1C,invalid
COCC(=O)Nc1sccc1CCSC,valid
N#Cc1ccccc1C(=O)Nc1cccs1,valid
O=O)c1ccccc1,invalid
NCC1CCOC1=O,valid
CC(S)(=O)c1ccccc1C(=O)NS(=O)(=O)NCCc1ccccc1,invalid
CC(C)c1ccc(-c2ccccn2)cc1,valid
CN(CC)CNCCCCCCNCCN.Cl,valid
O=C(Nc1ccc(-c2cccnc2)nn1)n1ccnc1,valid
OCCCC1=C(NO)C1(C)C(O)C(c1ccccc1)c1ccccc1,valid
CCCC(C)c1ccc(OCCC(=O)NO)cc1,valid
COc1ccccc1SCC(=O)SSCc1cc(=O)oc2ccccc2c1,invalid
CCCCCCCNCCc1c(-c2ccccc2)nn1-c1cccnc1,invalid
CCCCC(=O)OCCC(c1ccc(-c2ccsc2)cc1)C(S)=O1CCS,invalid
CCSc1cccc(-c2ccsc2)cc1,invalid
O=C1C(c2ccccc2C(F)(F)F)F)cc12,invalid
NCc1ccc(NC(=O)Nc2cccc(F)c2O)cc1Cl,valid
CCC(C)CN.Cl.Cl.O=C(O)CCCOC1CC1=Cc2ccccc2CN1=O,invalid
C=Cc1ccccc1NC(=O)CC(=O)O,valid
CCC(=O)NO,valid
Oc1c(O)c(B(O)O)ccc2c(=O)o1,invalid
O=C(Nc1ccccc1)C(O)P(O)(O)P(=O)(O)O,valid
CC(N)C(O)=O,valid
CCCCCc1ccc(OC)cc1,valid
O=C(NO)c1oc(-c2ccc(C)o2)ccn2n1S,invalid
O=Cc1ccc(Oc2cccn2)cc1C(C)CCO,invalid
CCC(C)C(=O)NC(=O)c1ccc(-c2ccccc2)nn1,valid
Clc1cc(-c2cccc(S(=O)(O)O)n2)cn1,invalid
N#CC(P(=O)(O)O,invalid
O=C(NNC(=O)Nc1ccc(O)o1)Nc1ccccc1,valid
CCNC(=O)NNC(c1ccc(F)cc1)COC.Cl,valid
C=CCC(O)C(SC)=Cc1ncccc1,valid
O=C(S(=O)(=O)c1cccc(F)c1)NO,valid
CCC(C)(C)CCCNCCNC(=O)O,valid
CCCCCCCCCC(N)=O,valid
O=C(NNc1ccc(F)c(F)c1)c1ccccc1,valid
CCCCOc1ccccc1C(=O)Nc1ccc(-c2cnc(N)nc2)cc1,valid
CC(P(=O)(O)O)O,valid
CCCC(O)NC(=O)NC(C)P(l)(C)CCCO,invalid
Cc1ccc(SC(=O)Nc2cc(Cl)o2)cc1,invalid
OCCN1CCSC1=O,valid
NCCNC(=O)Nc1cccc2ccccc12,valid
CC(N)(F)F)C,invalid
O=C(NO)c1ccccc1O,valid
CCC(C)CCOCC(P(=O)(O)O,invalid
CCCC(c1ccccc1C)N=O,valid
CNc1nc2ccccc2n1Cc1cc(-c2ccccc2)nnn1,valid
O=C(NO)c1cccc(-c2cc(O)cc(C)c2)c1C,valid
c1ccccc1Oc1ccccc1=O,invalid
COc1ccc(-c2ccc(S(=O)(O)O)n2)cc1,invalid
O=C(NCCc1ccccc1)C(O)C(S)N,valid
COC(=O)c1ccc(-c2ccccc2)nc1.Cl,valid
NCC(=O)Nc1cccc(-c2ccnc(C)n2)n1,valid
O=C(Nc1ccccc1)Nc1ccccc1C(O)P(=O)O,valid
O=C(NNC(=O)NO)c1cccc(Cl)c1,valid
CCCCCCNCCC(=O)NCc1ccc(O)c(C)c1=O,invalid
O=P(O)(O)OCP(=O)(O)OC71=O,invalid
CC((c1ccc(F)cc1)NNC(=O)C(C)C(S)=O)c1ccccc1,invalid
COC(=O)NC(S)N=C(N)C(=O)NCc1ccccc1,valid
O=C(NO)c1ccccc1,valid
O=C(NNCc1ccccc1O)C(O)P(=O)(O)O,valid
CNC1=C(N)CCCC(N)=O,invalid
CCCCNCC(=O)N1CCCN(CC2)CCC1,invalid
CCC(C)c1ccccc1OCC(P(=O)(O)O)O,valid
CCCSCCSCC(=O)NSC(=O)NC(C)CCSCc1ccccc1,valid
CCC(=O)NO,valid
COc1cc(C(=O)O)ccc1S)NC(C)P(=O)(O)O,invalid
NC(=O)Nc1ccccc1C(=O)NO,valid
O=C(Nc1ccc(Cl)s1)c1cccc(C=O)O)c1,invalid
CN(C)CCNC(=O)c1ccncc1NC(C)CN,valid
CCCCCOc1c(-c2ncccc2)sc2ccccc12,valid
CCOc1cc(O)ccc1C(C)=O,valid
CN(C)CCNC(C)NCCNCc1ccccc1,valid
CN(S)(=O)NN(Cc1ccc(-c2ccc(OC)o2)Co1)c1ccccc1,valid
COc1ccc(-c2cc(C)(F)(F)(F)(F)(F)F)ccc2C#N)cc1,invalid
CN(C)c1ccc(-c2ccc(C)n2)cc1,invalid
C=COc1ccc(C)c(O)c1,valid
COc1nnc(-c2ccccc2)s1,valid
COC(=O)CC(=O)NCc1ccc(O)c(O)c1,valid
CN(C)C(P(=O)(O)OO)P(=O)(O)OO,valid
CC(C)CCSc1nc(-c2ccccc2)ncn1Cc1ccccc1,invalid
O=C(Nc1ncccc1)c1ccccc1C1CNCCCCN=C(N)CC1=O,valid
O=C(O)c1oc(-c2cccc(F)c2)nn1C,invalid
COc1ccc(O)c(CO)o1,invalid
Clc1ccccc1C(=O)Nc1oc2cc(C(O)C(F)F)oc2n2cccc21,invalid
CCCOc1ccc(NC(=O)Nc2cc(C)cc(C(=O)O)O)c2O)cc1,invalid
Nc1ccccc1C(NCc1ccccc1=O)Nc1ccc(F)cc1,invalid
O=C(NO)c1ccccc1,valid
Cn1ccc(NC(=O)NCCC(F)(F)F)n1,valid
COc1ccc(C(=O)NO)cc1C,valid
CCCCNCC(=O)NOCc1ccc(C(=O)O)cc1,valid
OCc1ccccc1C=CSc1ccccc1,valid
COc1ccc(-c2ccccc2)c(SS(=O)(=O)=O)c2ccccc2c1,invalid
CCCCCC(c1cccnc1,invalid
O=NNC(=O)c1ccccc1O,valid
O=C(NO)c1ccc(-c2ccccc2)cc1,valid
Cn1nc2sccc2c1F,valid
S=C(O)c1ccc(-c2ccccc2)o1,valid
O=C(Nn1cccc1Cl)NN,valid
COc1cccc2cncc2c1,valid
N#Cc1ccc(NS(=O)(=O)O)cc1,valid
1N=NN=C(NO)c(=O)c2ccccc2O1,invalid
Cc1ncc(-c2cc(C)cc(C)n2)c(I)c1F)N,invalid
CCC(C)c1cc(NC(=O)Nc2ccccc2C)ccn2c1,invalid
NCCc1nc2ccc(S(=)(O)C(F)(F)(F)F)s2)cc1,invalid
CC(C)COCCCCCCOCc1ccc(O)cc1,valid
O=C(O)c1cccc(O)c1CNS,valid
O=C(Oc1ccccc1)NC(-c1ccccc1)C1CCCC1=O,valid
CNC(=O)NCc1ccc(-c2ncnc(C)n2)c1,invalid
CC(C)P(=O)(O)O,valid
O=C(NNc1ccccc1)n1nccn1,valid
NC(F)(F)F)c1ccccc1,invalid
CCCCCONc1nc(N)c(C(S)=O)n1-c1ccc(c2ccccc2)cn1,valid
CN(C)CC(=O)NCc1cccc(O)c1,valid
CCC(O)OCCCP(=O)(O)O,valid
CC(=O)OCc1ccccc1C(=O)Nc1ccc(OC)c(O)c1,valid
CCCC(CO)N(C(C)NN)Cc1ccccc1,valid
O=C(O)c1ccccc1,valid
Cc1ccc(C(=O)NO)cc1CCC(=O)NO,valid
CC(C)CNCC(c1cncnn1)c1ccccc1C(=O)P(O)(O)P(=O)(O)O,valid
O=C(NN=C(NCCc1cccc(O)c1)C1CCOC(=O)O1)N1CC(O)C(F)F,invalid
CNCCOC(=O)c1cccc(C(=O)NO)c1,valid
CCC(N)N.Cl,valid
O=c1oc2ccccc2cc1,valid
CCN(CC)CCCCOc1ccc(OC)cc1,valid
O=C(NCC(O)SCC(=O)Nc1ccccn1)C1CCCC1=O,valid
CC(P(=)(O)O)P(=O)(O)O,invalid
CCC(O)N(OC)C(SC)(=O)O,invalid
CC1=C(c2cccnc2)nn1C,invalid
OC(C)c1ccccc1C(O)=CCC(P(O)(O)O)P(O)(O)P(=O)(F)O,valid
CC(C)c1ccccc1C(O)=O,valid
OC(C)c1nc(Nc2ccc(F)cc2)cn1C,valid
CCCCOC(=O)O,valid
O=C1Nc2ncc(S)o2NC(=O)NOCrc(c2ccccc2F)s1,invalid
CCCC1=C(S)N1=O,invalid
N#CCCc1cccn2ccccc2c1,valid
CCNCCOOC(=O)N1Cc1ccc(O)c(C)o1,invalid
Oc1cc(-c2ccccc2Cl)sn1,valid
CC(N)C(F)F)c1nc(-c2ccccc2)o1,invalid
CC(C)c1ncc(N)c1CC(N)C(P(=O)(O)O)O,invalid
O=C(NO)c1ccccc1O,valid
O=C(NNC(O)COCP(=O)(Oc1cc(F)cc(F)c1)NO)c1ccccc1,valid
O=C(S)N=C(N)c1ccccc1,valid
CCC(C)c1ccc(-c2ccc(C)cc2)cc1C,valid
CN(CC)CCCCOCCc1ccc(O)c(O)c1,valid
N#Cc1ccccc1CC(N)P(=O)O,valid
N#CC(NN)C(=O)Nc1ccc(O)cc1,valid
Cc1ncccc1Sc1nc(-c2ccc(N)c(C)C)c22)nc1-c1ccccc1,invalid
Cc1ccc(CNCCNCCC(=O)NO)cc1,valid
CS(=O)(=O)c1sc2ccccc2c(C)c1,invalid
Nc1cc(-c2cccc(S(F)(F)C)c2)ccn1,valid
NCC(N)c1sccc1C(=O)O,valid
COc1ccc(NC(=O)Nc2ccc(C)cc2)cc1,valid
N#CCc1ccc(-c2sccc2)cc1,valid
CN(C)CCCCCCC#C=CCSCc1ccccc1,invalid
CCc1nc(-c2ccccc2)nnn1,valid
CCc1ccc(-c2ccccc2)o1,valid
CCCCC(N)CCCOO,valid
CCCOCc1cccc(O)c1,valid
CCNCCCCN,valid
Nc1cc(C)ccc1-c1cccc(Cl)cK1,invalid
O=C(NO)c1ccccc1,valid
CC(=O)N(CCCSC(=O)NNC(=O)NO,invalid
Oc1cc(NC(O)C=O)ccc1C(F)F)F,invalid
CCCCCCCCOc1ccccc1C(O)C(O)P(=O)(C)OCC1=O,invalid
Nc1nc2cc(n2CC2CC2)onn1,invalid
O=C1Nc2ccc(Cl)cc2CO)o1,invalid
COc1cc(O)ccc1NC(=O)Nc1ccccc1C(=O)O,valid
O=C(Nc1cccc(N(C)C)c1)N.Clc1ccccc1C,valid
NC(=O)Nc1ccc(-c2ccc(F)s2)cc1,valid
S=C(NCCC(CC)OCO)c1ccc(-c2ccccc2)cc1,valid
O=C(NNC(c1ccccc1)n1nccn2ncnc12)Nc1cccc(F)c1,invalid
CCCCC(P(=O)(O)O)OCCCOCc1ccccc1,valid
COc1ccc(C(=O)NCC(C)C(c2ccccc2)nn2)cc1,invalid
COc1cccc(-c2ccccn2)s1,invalid
CCCCCCCOC1=C(N(C)CCC2CCCCCCCCCCC2)CCCCCC(N)CC=CCC1=O,valid
COC(=O)c1sccc1S,valid
CN(C)Cc1nc2ccccc2cc1C(F)(F)(F)F)c1ccccc1,invalid
CN(C)CCNCCCc1ccccc1,valid
O=C(Nc1ncc(-c2ccc(F)c(F)c2)nn1)c1cccnc1,valid
CC(N)CC(O)c1ccc(S(=O)(=O)N(CCCC(=O)CC(=O)O)cc1)C(O)P(=O)(O)O,valid
O=P(O)(O)C(c1cccco1)P(=O)(O)O,invalid
CC(=O)NC(c1cccnc1)C(O)P(O)(O)O,valid
O=C(NO)c1ccccc1Cl,valid
Oc1ccccc1-c1cccc(Cl)c1,valid
CCNC(=O)Nc1nc2ccccc2cc1O,valid
CN(CC)CCN#CCCS(=O)(=O)c1ncc2ccccc2c1,invalid
CCc1ccccc1NC(=O)Nc1ccc(O)c(O)c1,valid
COc1ccc(C(=O)Nc2ccnc(C)c2)c(O)c1,valid
CN(c1ccc(Cl)cc2nnn1CCC,invalid
CCc1nc2cc(O)ccc2o1,valid
CCCCCC(=O)OC(=O)NCc1ccc(I)cc1O,valid
NCCc1ccc(OCCC(F)(F)(F)F)n1,invalid
COc1cc2occc2cc1C(=O)O,valid
CCC(=O)NOc1ccc(C#N)nc(-c2ccccc2)cn1,valid
CC(N)CC(=O)c1cc(-c2ccccc2)on1Cc1ccccc1,invalid
CC(S)=OC(CO)c1ccc(C(=O)O)o1,invalid
C=Cn1cc(NC(=O)NOC(C)C)cc1,valid
CCC(C)S(=O)(=O)c1ccc(-c2cccnc2)s1,valid
COc1ccccc1C(=O)N(CCCCC)N.Cl,valid
CCC(c1ccc(F)c(SC)(F)(F)(F)F)c1)c1ccccc1F,invalid
NC1SSCC(=O)NNCc(=O)n1cccc1,invalid
CCCCc1ccc(NC(F)(F)F)o1,valid
O=C(NS(=O)(CCl)c1sccc1)C(=O)c1cnccc1,valid
CCCCOC(=O)NCc1ccc(OCc2ccc(C#N)c2)nc1C,invalid
CC1(C)CC(=O)NN(C)CCCCC2=CCCC2=O)c2ccccc21,invalid
CC1=CC(O)=C(F)(F)(F)F)Clc2ccccc21,invalid
c1cccnc1,valid
CCCCCOC(=O)Nc1ccc(-c2ccsn2)s1,valid
O=C(NN(CC)Cn1nnCccc1)Cc1ccco1,invalid
CCCCCCNC(=O)Nc1ccc(-c2cccnc2)cc1,valid
CN(C)COCC(=O)Nc1ccccc1C(O)P(O)(O)O,valid
N#Cc1ccc(S(=O)(=O)NCc2ccccc2)cc1,valid
O=Nc1ncc(C(F)(F)F)c(-c2ccccc2)n1,valid
Cn1nc(Nc2ccc(C)s2)nc1C1=O,invalid
CCC(=O)NO,valid
CN(C)CC(=O)N(Cc1ccccc1)P(=O)(O)O,valid
CCCN(C)CCCSC(=O)C1=C(C)SC1(S)=O,invalid
N#CS(=O)(=O)CSSCC(=O)NCc1ccccc1,valid
CCOC(=O)Nc1oc(-c2ccccc2)o1,invalid
CCCCCOc1ccc(S(=O)(=O)Nc2ccccc2)cc1,valid
CCCC(=O)NNC(=O)NO,valid
CC(NCCCCOc1ccc(C(=O)O)cc1)S,valid
OCC(=O)c1ccc(CCCO)cc1,valid
COc1ccc(-c2ccc(N)cc2)c(SCC)n1,valid
CC1=CC(c2ccccc2)nn1Cc1ccc(F)cc1,invalid
CC(NO)c1ccc(NC(=S)=NN)cc1,invalid
CCCS(=O)(=O)Nc1cccnc1C(P(=O)O)O1ccccc1,invalid
C(N)S(=O)(=O)c1ccccc1,valid
CCCCOc1c(-c2ccccc2)onnc1CCCCO,invalid
CSc1ccccc1SSc1nc2ccccc2n1,invalid
O=C(NS(=O)(=O)c1cnccc1)c1ccccc1,valid
Oc1ccc(CCc2ccc(F)cc2C)cc1,valid
Oc1ccc(-c2ccc(CF)cc2)cc1,valid
COCCC(C)(O)CCCCSc1ccc(-c2ccccc2)o1,valid
CN(C)CC(O)CC(S)C(=O)c1ccccc1,valid
CCCCCCCCO,valid
CS(=O)(=O)c1csc2ccccc2c1,invalid
Oc1ccc(CCn2ccnc2O)cn1,valid
COc1ncc(NC(C)C)c1C(O)C(=O)NCc1ccccc1,invalid
O=C(c1ccccc1)C(=O)NO,valid
CC(=O)c1cccc(-c2nnc(C)nn2)s1,invalid
NNC(=O)Nc1cccc(OC)c1,valid
CC(c1nc(CCC)ccc1)C(O)P(=O)(O)O,valid
CCCCCNCC(C)CNCCN,valid
OC(C)c1ccc2cc(OC)c(C)cc2c1C,valid
CSCC(=O)NCCCCc1ccc(N)c(C)c1,valid
CCCCCC(=O)NNCc1ncc(Nc2ccc(F)cc2)cc1,valid
O=C(Nc1ccccc1)c1ccc(O)c(OC)c1,valid
CC(=O)NCc1ccc(NC(=O)CS)cc1,valid
CCCCNC(N)=O,valid
Cc1ccccc1SSc1nc2ccccc2o1,valid
CCC(C)n1cc(-c2ccccc2)on1C,valid
CCc1ccccc1CNS(=O)(=O)c1oc2ccccc2cc1N,invalid
c1nccc(-c2ccccc2)n1-c1ccccc1,invalid
Clc1ccccc1SSS(=O)(=O)c1occc(-c2cccc(F)c2)c1,invalid
CCCC1(C)C(=O)N(CC2N(C)CCCCCCC)n2cccc2)c1,invalid
O=C(NNNC(=O)Nc1cccc(C(=O)O)c1)N(Cl)N,valid
CCCCCCCCCCCc1cnc(-c2ccc(F)cc2)cc1,valid
Cn1cnc(CNCCCCO)c1C,valid
CCN(C)CC(N)CCNC(=O)NNC(=O)Nc1ccccc1,valid
CN(c1ccccc1)C(N)C(O)=O,valid
NN=C(NO)c1ccc(O)c(-c2ccccc2O)o1,invalid
CCCN(CC)CCCNS(=O)(=O)c1cccc(O)c1,valid
CC(c1ccccc1)NO,valid
COc1ccc(C(=O)NNC(=O)CCC(=O)c2ccccc2)cc1,valid
CCCCCCCCCCCCCOC(C)P(=O)(O)OCCOc1ccccc1,valid
COc1ccccc1CNS(=O)(=O)c1ccco1,valid
CC(O)c1cnc(S(=O)(=O)O)s1,valid
CC(C)(F)(F)(F)F,invalid
COc1cccc(C(=O)O)c1,valid
CN(C)CC(P(=O)(O)O,invalid
COC1(C)C(P(=O)(O)O)P(=O)O,invalid
CCCCOc1ccccc1CCN.Cl,valid
Oc1ccc(B(O)O)o1,valid
O=C(c1ccc(I)cc1)NC(=O)NC1CCCCCCCCC1,valid
CCCCOc1nncnc1,valid
CNC(=O)NC(=O)NCc1cccc(S)c1,valid
Oc1ccccc1C(=O)Nc1nc(S(=O)(=O)O)o1,invalid
COc1ccccc1NC(=O)NC(=O)c1ccc(-c2ccc(Cl)o2)cc1)Nc1ccccc1C,invalid
O=C(NNC(=O)c1ccccc1Cl)N1CCCO1,valid
OC(C)c1ccc(-c2ccc(Cl)cc2)o1,valid
O=C(NO)c1cccc(O)c1,valid
CCc1nc2ccccc2cc1C1=O,invalid
NC(=O)c1cccc(OC)c1,valid
OC1Sc2ccc(O)c(O)c2O)cc1,invalid
CC(c1cc(Cl)ccc1)Nc1cccc(O)c1,valid
c1ncc(-c2ccccc2OC1)Nc1cccc(-c2ccccc2F)c(F)cc1,valid
NN=C(Nc1ccccc1F)c1ccc2ccc(F)cc2c1,valid
CC(C)CNOC(=O)c1c(-c2ccccc2)nnn1-c1ccccc1,valid
CCCCCNc1nnc(SC)s1,valid
CCN(C)C#CSCc1ccco1,valid
CN(C)c1nnccc1,valid
O=NNC(NCc1cccc(CNO)c1)Nc1cccc(O)c1,valid
CC1SCC(=O)NCC(N(C)CCCN(CC)O)C=C1=O,invalid
CCCC(O)P(=O)(O)O,valid
NC(=O)NC(c1ccccc1F)Nc1ccccc1,valid
O=C(NNO)c1ccc(Cl)cc1,valid
CCCCCNCC(c1ccccc1)C(N)(F)=O,invalid
O=C(Oc1ccccc1Cl)NOC,valid
CCCCCCC(=O)NNC(=O)NCCCN(CC)CCNC(=O)N,valid
O=C(NO)C1=CCSCC1=C(NO)CO,valid
CC(P(=O)O)O,valid
COC(=O)CCCc1nc2cccnc2cc1.Cl,valid
CCc1ccc(OC)c(O)c1,valid
Cc1ccc(-c2ccccc2C)o1,valid
N#Cc1ccc(C)cc1NC(=O)N1CCC(=O)O1,valid
O=C1OCc2ccccc2C1=O,valid
O=C(NNN=C(N)c1cccc(F)c1)Nc1ccc(Cl)cc1,valid
CNCC(=O)c1ccc(-c2cccc(N)n2)cn1,valid
N#Cc1ccccc1CN,valid
O=C(NO)c1ccccc1,valid
O=C(NNc1ccccc1F)Nc1ccccc1,valid
CCN(C)CCN,valid
N#CCCSCOc1ccc(B(O)O)cc1,valid
CCCC(=O)OCc1ccc(C(=O)O)o1,valid
CCCC(C)(C)C#CSCSCCCO,valid
CCCCCCCCCN(C)CCCCC(P(=O)(O)OCC(O)COP(=O)(O)O)C(P(=O)(O)O)P(=O)(O)OP(F)(F)F,valid
CC(CN)n1cnnc1,valid
O=C(NOCc1cccc(F)c1)C(F)n1-c1ccccc1Cl,invalid
OC(=O)c1cccc(-c2ccccc2O)c1,valid
CCCOCCCC(O)P(=O)(O)O,valid
Cn1nc(-c2ccccc2)OCn2cccn2)cc1,invalid
CN(C)CN,valid
CC(N)C#CCOO,valid
O=C(NNS(=O)(=O)c1cccs1)c1cc2ccccc2ccn1,invalid
Nc1cc(NC(=O)C(=O)O)ccc2cc1NCc1ccccc1,invalid
CCCCCCCC(N)(CCC(c1cccnc1)c1ccccc1)NS,valid
CCCCC(=O)Nc1ccncc1,valid
CC(C)c1ccc(Nc2cc(O)(O)o2)cc1C,valid
COc1ccc(NC(=O)Nc2ncc(C)cc2)cc1C,valid
CCCCOCCN(Cc1cccc(-c2csc(S(=O)(=O)O)F)o1)n1ccnc1,invalid
O=C(NO)c1ccccc1C(=O)Nc1ccccc1,valid
O=c1oc2ccccc2O,invalid
NNC(=O)Nc1ccc(Cl)cc1Cl,valid
O=C(O)c1ccccc1C(=O)NC(=O)C(-c1ccccc1)c1ccccc1,valid
Nc1ccc(C(F)(F)(F)F)cc1Cl,invalid
COc1ccc(NC(C)C)cc1,valid
COc1cccc(C(=O)O)c1CC(=O)N(P(=O)(O)=O)O,valid
CCCCCCCCCn1ccnc1,valid
Oc1sccc1C(N)N,valid
CCCCCCCCc1cc2ccc(C(=O)O)o2NCCC2CO)cc2ccccc12,invalid
O=C(O)c1cccc(OC)c1,valid
O=C(Cc1ccco1)C(Cl)(F)(F)(F)O)c1ccccc1Cl,invalid
O=C(Nc1ccccn1)c1ccccc1,valid
CCCCCCCCCC(C)SCCO,valid
CCCCCCCCc1cc(-c2ccccc2)nn1Cc1ccccc1,valid
CCCS(=O)(N=Cc1cccc(Cl)c1F)NO,valid
CCCCCC(=O)Nc1ccccn1CC,invalid
CCOC(NCCCCNc1ccc(NC(=O)NCCCF)o1)c1ccc(-c2ccccc2)o1,valid
OC1=OC(=O)Nc2ccc(Cl)cc2Cl)cc1,invalid
CC(C)CCCCNCc1cc(B(O)O)c(SCl)cc1Cl)c1cccc(F)c1,invalid
CCC(N)=O,valid
O=C(Nc1ccc(NC(=O)C(=O)O)cc1)Nc1ccco1,valid
CCCCCc1ccc(-c2ccc(B(O)O)c(C)(F)F)c2)cc1,invalid
O=C(O)c1ccccc1,valid
CC(C)C(NP(O)(O)OC)c1nc2ccc(O)co21,invalid
COc1ccc(C(=O)O)cc1,valid
Clc1nc(-c2ccc(C)c(F)c2)ccn1Cl,invalid
CCC1=CSCC1=Cn1nc(SC)o1,valid
O=Cc1ccccc1NC(=O)NNCC(=O)Nc1ccccc1,valid
CNc1ccccc1C(N)=O,valid
CCOC(=O)n1cncn1CCCCC,invalid
CC(=O)Nc1nccnc1,valid
CC(C)c1ccccc1Cl,valid
COc1ccccc1C(=O)NS(=O)(=O)c1ccccc1,valid
COc1c(O)nc(C(=O)n2ccnc2S)n1,invalid
C)c1ccccc1,invalid
NC1Sc2ccccc21,valid
O=C(NNc1ccccn1)C(NO)CC(=O)Nc1ccccc1,valid
NCC(c1ccccc1F)NO,valid
OC1SCC(=O)N1Cc2ccc(F)cc2OCc2ccccc21,invalid
OC(Oc1cccnc1)Nc1ccccc1,valid
O=C(Nc1ccc(C)cc1)c1ccc(-c2ccccc2)o1,valid
NC(=O)c1ccccc1,valid
CC1CC(N)=OCCCC2=O,invalid
CN(C)CN(C)COCc1ccccc1.O,valid
CN(C)OC(=O)C(Nc1cccc(Cl)c1)c1ccccc1Cl,valid
CCOCC(N(C)COC)c1ncc(-c2ccc(C)c(S)n2)c(C)n1)c1ccccc1,invalid
CC(=O)c1ccoc2cc(O)cc12,valid
NC(NN)c1ccc(CO)cc1,valid
O=Nc1c(c2ccccc2)ccn2ccnc12,valid
CCCNC(c1ccccc1)Cc1ccccc1O,valid
O=C(NO)c1cccnc1C(c1ccc(F)cc1F)NO,valid
Cc1ccccc1C(S)=O,valid
NCC(=O)Nc1ccc(NC(S)NCc2ccc(F)cc2)cc1,valid
CCCCC(=O)Nc1ncc(-c2ccccc2)s1,valid
O=C(O)c1ccccc1C(=O)NC1CCCCO1,valid
CN(C)CCCCOC(=O)NC(=O)OC(c1ccccc1F)N.Cl,valid
NOS(=O)(=O)c1ccc2ccccc2c1,valid
CN(C)Sc1nnnc(-c2ccc(F)cc2)n1Cc1ccccc1,invalid
CCCCCCOC(=O)Nc1ccc(C(=O)NO)cc1C(F)F,valid
CC1=C(O)C(S)N(CC)C(S)N=O,invalid
O=C(Nn1cnc(NC(=O)c2ccc(F)c(F)o2)nc1)Nc1ccc(N)c(=O)c1,invalid
CN(C)CCCCCNCc1ccc(C(=O)NO)cc1,valid
